year,exporter,importer,product,value,quantity,exporter_name,ISO3_exp,importer_name,ISO3_imp,exporter_continent,importer_continent
2021,36,752,220421,15602.175,     3708.352,Australia,AUS,Sweden,SWE,Oceania,Europe
2021,36,752,220422,1286.489,      551.129,Australia,AUS,Sweden,SWE,Oceania,Europe
2021,36,752,220429,1098.619,     1056.629,Australia,AUS,Sweden,SWE,Oceania,Europe
2021,36,757,220410,15.616,        0.767,Australia,AUS,Switzerland,CHE,Oceania,Europe
2021,36,757,220421,5929.517,      865.817,Australia,AUS,Switzerland,CHE,Oceania,Europe
2021,36,757,220422,50.941,       13.407,Australia,AUS,Switzerland,CHE,Oceania,Europe
2021,36,757,220429,1239.155,      859.826,Australia,AUS,Switzerland,CHE,Oceania,Europe
2021,36,764,220410,294.419,       71.603,Australia,AUS,Thailand,THA,Oceania,Asia
2021,36,764,220421,19448.874,     2130.029,Australia,AUS,Thailand,THA,Oceania,Asia
2021,36,764,220422,291.979,      101.597,Australia,AUS,Thailand,THA,Oceania,Asia
2021,36,764,220429,326.686,      248.245,Australia,AUS,Thailand,THA,Oceania,Asia
2021,36,780,220421,472.145,      169.638,Australia,AUS,Trinidad and Tobago,TTO,Oceania,North America
2021,36,784,220410,624.471,      115.483,Australia,AUS,United Arab Emirates,ARE,Oceania,Asia
2021,36,784,220421,15445.655,     4155.822,Australia,AUS,United Arab Emirates,ARE,Oceania,Asia
2021,36,784,220422,350.816,      206.337,Australia,AUS,United Arab Emirates,ARE,Oceania,Asia
2021,36,784,220429,14.406,       26.093,Australia,AUS,United Arab Emirates,ARE,Oceania,Asia
2021,36,792,220421,125.136,       18.330,Australia,AUS,Turkey,TUR,Oceania,Asia
2021,36,800,220421,30.144,        0.837,Australia,AUS,Uganda,UGA,Oceania,Africa
2021,36,804,220410,17.205,        4.287,Australia,AUS,Ukraine,UKR,Oceania,Europe
2021,36,804,220421,2526.469,      570.112,Australia,AUS,Ukraine,UKR,Oceania,Europe
2021,36,807,220421,1.909,        0.266,Australia,AUS,TFYR of Macedonia,MKD,Oceania,Europe
2021,36,826,220410,4601.98,      898.077,Australia,AUS,United Kingdom,GBR,Oceania,Europe
2021,36,826,220421,138653.003,    41590.524,Australia,AUS,United Kingdom,GBR,Oceania,Europe
2021,36,826,220422,76.769,       55.165,Australia,AUS,United Kingdom,GBR,Oceania,Europe
2021,36,826,220429,190223.415,   182643.487,Australia,AUS,United Kingdom,GBR,Oceania,Europe
2021,36,834,220410,3.695,        1.386,Australia,AUS,United Rep. of Tanzania,TZA,Oceania,Africa
2021,36,834,220421,17.43,        7.006,Australia,AUS,United Rep. of Tanzania,TZA,Oceania,Africa
2021,36,842,220410,2495.853,      505.379,Australia,AUS,USA,USA,Oceania,North America
2021,36,842,220421,267402.652,    79167.158,Australia,AUS,USA,USA,Oceania,North America
2021,36,842,220422,47.571,       32.079,Australia,AUS,USA,USA,Oceania,North America
2021,36,842,220429,42904.237,    35553.351,Australia,AUS,USA,USA,Oceania,North America
2021,36,854,220429,14.14,       51.712,Australia,AUS,Burkina Faso,BFA,Oceania,Africa
2021,36,858,220421,185.519,       19.012,Australia,AUS,Uruguay,URY,Oceania,South America
2021,36,860,220410,2.029,        0.377,Australia,AUS,Uzbekistan,UZB,Oceania,Asia
2021,36,860,220421,0.891,        0.209,Australia,AUS,Uzbekistan,UZB,Oceania,Asia
2021,40,8,220410,31.169,        3.830,Austria,AUT,Albania,ALB,Europe,Europe
2021,40,8,220421,36.903,        1.274,Austria,AUT,Albania,ALB,Europe,Europe
2021,40,12,220421,2.339,        0.122,Austria,AUT,Algeria,DZA,Europe,Africa
2021,40,31,220410,8.56,        0.328,Austria,AUT,Azerbaijan,AZE,Europe,Asia
2021,40,31,220421,24.01,        4.388,Austria,AUT,Azerbaijan,AZE,Europe,Asia
2021,40,31,220422,0.053,        0.003,Austria,AUT,Azerbaijan,AZE,Europe,Asia
2021,40,32,220421,0.835,        0.066,Austria,AUT,Argentina,ARG,Europe,South America
2021,40,36,220410,1.942,        0.348,Austria,AUT,Australia,AUS,Europe,Oceania
2021,40,36,220421,847.144,       97.336,Austria,AUT,Australia,AUS,Europe,Oceania
2021,40,36,220429,39.83,       24.000,Austria,AUT,Australia,AUS,Europe,Oceania
2021,40,44,220410,0.634,        0.054,Austria,AUT,Bahamas,BHS,Europe,North America
2021,40,44,220421,22.989,        1.241,Austria,AUT,Bahamas,BHS,Europe,North America
2021,40,51,220421,4.741,        0.413,Austria,AUT,Armenia,ARM,Europe,Asia
2021,40,56,220410,24.75,        4.724,Austria,AUT,Belgium,BEL,Europe,Europe
2021,40,56,220421,3983.312,      487.865,Austria,AUT,Belgium,BEL,Europe,Europe
2021,40,56,220422,5.194,        0.217,Austria,AUT,Belgium,BEL,Europe,Europe
2021,40,56,220429,1.844,        0.046,Austria,AUT,Belgium,BEL,Europe,Europe
2021,40,70,220410,0.868,        0.020,Austria,AUT,Bosnia Herzegovina,BIH,Europe,Europe
2021,40,70,220421,5.828,        1.140,Austria,AUT,Bosnia Herzegovina,BIH,Europe,Europe
2021,40,72,220429,0.066,        0.008,Austria,AUT,Botswana,BWA,Europe,Africa
2021,40,76,220410,1.433,        0.090,Austria,AUT,Brazil,BRA,Europe,South America
2021,40,76,220421,116.16,       12.198,Austria,AUT,Brazil,BRA,Europe,South America
2021,40,100,220410,20.698,        0.604,Austria,AUT,Bulgaria,BGR,Europe,Europe
2021,40,100,220421,84.706,       11.451,Austria,AUT,Bulgaria,BGR,Europe,Europe
2021,40,100,220422,0.186,        0.033,Austria,AUT,Bulgaria,BGR,Europe,Europe
2021,40,100,220429,19.684,        4.157,Austria,AUT,Bulgaria,BGR,Europe,Europe
2021,40,104,220421,15.961,        1.746,Austria,AUT,Myanmar,MMR,Europe,Asia
2021,40,112,220410,14.448,        1.458,Austria,AUT,Belarus,BLR,Europe,Europe
2021,40,112,220421,65.303,       19.513,Austria,AUT,Belarus,BLR,Europe,Europe
2021,40,124,220410,64.624,        8.374,Austria,AUT,Canada,CAN,Europe,North America
2021,40,124,220421,8861.58,     1066.013,Austria,AUT,Canada,CAN,Europe,North America
2021,40,124,220422,1.856,        0.832,Austria,AUT,Canada,CAN,Europe,North America
2021,40,124,220429,0.02,        0.018,Austria,AUT,Canada,CAN,Europe,North America
2021,40,144,220410,0.877,        0.050,Austria,AUT,Sri Lanka,LKA,Europe,Asia
2021,40,144,220421,5.675,        0.799,Austria,AUT,Sri Lanka,LKA,Europe,Asia
2021,40,156,220410,42.086,        7.924,Austria,AUT,China,CHN,Europe,Asia
2021,40,156,220421,2580.787,      322.836,Austria,AUT,China,CHN,Europe,Asia
2021,40,156,220422,67.003,        3.110,Austria,AUT,China,CHN,Europe,Asia
2021,40,170,220410,0.349,        0.039,Austria,AUT,Colombia,COL,Europe,South America
2021,40,170,220421,55.723,        8.121,Austria,AUT,Colombia,COL,Europe,South America
2021,40,188,220421,4.923,        1.337,Austria,AUT,Costa Rica,CRI,Europe,North America
2021,40,191,220410,69.654,        6.139,Austria,AUT,Croatia,HRV,Europe,Europe
2021,40,191,220421,264.219,       73.443,Austria,AUT,Croatia,HRV,Europe,Europe
2021,40,191,220422,3.358,        0.291,Austria,AUT,Croatia,HRV,Europe,Europe
2021,40,191,220429,1.675,        0.250,Austria,AUT,Croatia,HRV,Europe,Europe
2021,40,196,220410,15.626,        1.371,Austria,AUT,Cyprus,CYP,Europe,Asia
2021,40,196,220421,162.425,       24.984,Austria,AUT,Cyprus,CYP,Europe,Asia
2021,40,203,220410,263.6,      105.730,Austria,AUT,Czechia,CZE,Europe,Europe
2021,40,203,220421,3270.057,      819.642,Austria,AUT,Czechia,CZE,Europe,Europe
2021,40,203,220422,40.457,       33.934,Austria,AUT,Czechia,CZE,Europe,Europe
2021,40,203,220429,1575.891,     1225.811,Austria,AUT,Czechia,CZE,Europe,Europe
2021,40,208,220410,198.311,        5.758,Austria,AUT,Denmark,DNK,Europe,Europe
2021,40,208,220421,5558.913,      795.558,Austria,AUT,Denmark,DNK,Europe,Europe
2021,40,208,220422,120.99,       17.323,Austria,AUT,Denmark,DNK,Europe,Europe
2021,40,208,220429,1.366,        0.527,Austria,AUT,Denmark,DNK,Europe,Europe
2021,40,231,220421,2.836,        0.163,Austria,AUT,Ethiopia,ETH,Europe,Africa
2021,40,233,220410,9.753,        0.394,Austria,AUT,Estonia,EST,Europe,Europe
2021,40,233,220421,277.489,       48.394,Austria,AUT,Estonia,EST,Europe,Europe
2021,40,233,220422,0.349,        0.050,Austria,AUT,Estonia,EST,Europe,Europe
2021,40,246,220410,56.654,        5.103,Austria,AUT,Finland,FIN,Europe,Europe
2021,40,246,220421,2173.323,      276.638,Austria,AUT,Finland,FIN,Europe,Europe
2021,40,246,220422,9.918,        1.360,Austria,AUT,Finland,FIN,Europe,Europe
2021,40,246,220429,54.942,       27.412,Austria,AUT,Finland,FIN,Europe,Europe
2021,40,251,220410,38.138,        1.727,Austria,AUT,France,FRA,Europe,Europe
2021,40,251,220421,3933.736,     1006.487,Austria,AUT,France,FRA,Europe,Europe
2021,40,251,220422,45.485,       19.088,Austria,AUT,France,FRA,Europe,Europe
2021,40,251,220429,732.546,      809.609,Austria,AUT,France,FRA,Europe,Europe
2021,40,268,220410,0.105,        0.008,Austria,AUT,Georgia,GEO,Europe,Asia
2021,40,268,220421,0.595,        0.045,Austria,AUT,Georgia,GEO,Europe,Asia
2021,40,276,220410,4243.771,      350.402,Austria,AUT,Germany,DEU,Europe,Europe
2021,40,276,220421,97402.345,    32274.834,Austria,AUT,Germany,DEU,Europe,Europe
2021,40,276,220422,299.539,      127.472,Austria,AUT,Germany,DEU,Europe,Europe
2021,40,276,220429,8235.129,     8769.339,Austria,AUT,Germany,DEU,Europe,Europe
2021,40,300,220410,15.629,        0.462,Austria,AUT,Greece,GRC,Europe,Europe
2021,40,300,220421,29.435,        7.883,Austria,AUT,Greece,GRC,Europe,Europe
2021,40,300,220422,5.008,        0.514,Austria,AUT,Greece,GRC,Europe,Europe
2021,40,320,220421,4.762,        0.405,Austria,AUT,Guatemala,GTM,Europe,North America
2021,40,324,220410,0.075,        0.009,Austria,AUT,Guinea,GIN,Europe,Africa
2021,40,324,220421,0.224,        0.030,Austria,AUT,Guinea,GIN,Europe,Africa
2021,40,340,220429,0.238,        0.109,Austria,AUT,Honduras,HND,Europe,North America
2021,40,348,220410,465.679,       84.579,Austria,AUT,Hungary,HUN,Europe,Europe
2021,40,348,220421,1579.677,      277.283,Austria,AUT,Hungary,HUN,Europe,Europe
2021,40,348,220422,1.39,        0.180,Austria,AUT,Hungary,HUN,Europe,Europe
2021,40,348,220429,3.209,        5.088,Austria,AUT,Hungary,HUN,Europe,Europe
2021,40,352,220410,10.811,        0.756,Austria,AUT,Iceland,ISL,Europe,Europe
2021,40,352,220421,80.249,        8.113,Austria,AUT,Iceland,ISL,Europe,Europe
2021,40,352,220422,2.952,        1.584,Austria,AUT,Iceland,ISL,Europe,Europe
2021,40,352,220429,0.074,        0.004,Austria,AUT,Iceland,ISL,Europe,Europe
2021,40,360,220410,0.598,        0.054,Austria,AUT,Indonesia,IDN,Europe,Asia
2021,40,360,220421,4.804,        0.507,Austria,AUT,Indonesia,IDN,Europe,Asia
2021,40,372,220410,1.266,        0.200,Austria,AUT,Ireland,IRL,Europe,Europe
2021,40,372,220421,507.04,       70.526,Austria,AUT,Ireland,IRL,Europe,Europe
2021,40,372,220429,26.649,        4.723,Austria,AUT,Ireland,IRL,Europe,Europe
2021,40,376,220410,10.785,        0.699,Austria,AUT,Israel,ISR,Europe,Asia
2021,40,376,220421,202.264,     5419.628,Austria,AUT,Israel,ISR,Europe,Asia
2021,40,380,220410,4098.275,      246.172,Austria,AUT,Italy,ITA,Europe,Europe
2021,40,380,220421,3447.312,      643.447,Austria,AUT,Italy,ITA,Europe,Europe
2021,40,380,220422,94.64,      229.302,Austria,AUT,Italy,ITA,Europe,Europe
2021,40,380,220429,2060.25,     6148.614,Austria,AUT,Italy,ITA,Europe,Europe
2021,40,392,220410,103.934,        8.925,Austria,AUT,Japan,JPN,Europe,Asia
2021,40,392,220421,2040.631,      227.520,Austria,AUT,Japan,JPN,Europe,Asia
2021,40,392,220422,9.285,        4.054,Austria,AUT,Japan,JPN,Europe,Asia
2021,40,398,220410,1.445,        0.162,Austria,AUT,Kazakhstan,KAZ,Europe,Asia
2021,40,400,220421,0.276,        0.022,Austria,AUT,Jordan,JOR,Europe,Asia
2021,40,404,220421,0.516,        0.189,Austria,AUT,Kenya,KEN,Europe,Africa
2021,40,410,220410,184.125,       19.643,Austria,AUT,Rep. of Korea,KOR,Europe,Asia
2021,40,410,220421,1032.86,       86.826,Austria,AUT,Rep. of Korea,KOR,Europe,Asia
2021,40,410,220422,0.175,        0.006,Austria,AUT,Rep. of Korea,KOR,Europe,Asia
2021,40,410,220429,3.378,        0.177,Austria,AUT,Rep. of Korea,KOR,Europe,Asia
2021,40,414,220410,0.86,        0.090,Austria,AUT,Kuwait,KWT,Europe,Asia
2021,40,414,220421,3.702,        0.252,Austria,AUT,Kuwait,KWT,Europe,Asia
2021,40,417,220410,0.052,        0.011,Austria,AUT,Kyrgyzstan,KGZ,Europe,Asia
2021,40,422,220410,0.235,        0.045,Austria,AUT,Lebanon,LBN,Europe,Asia
2021,40,422,220421,5.048,        1.032,Austria,AUT,Lebanon,LBN,Europe,Asia
2021,40,428,220410,63.106,        8.038,Austria,AUT,Latvia,LVA,Europe,Europe
2021,40,428,220421,1788.252,      552.998,Austria,AUT,Latvia,LVA,Europe,Europe
2021,40,428,220422,40.492,        6.048,Austria,AUT,Latvia,LVA,Europe,Europe
2021,40,440,220410,438.289,       33.030,Austria,AUT,Lithuania,LTU,Europe,Europe
2021,40,440,220421,4196.27,      798.305,Austria,AUT,Lithuania,LTU,Europe,Europe
2021,40,440,220422,55.964,       36.000,Austria,AUT,Lithuania,LTU,Europe,Europe
2021,40,442,220410,5.146,        0.844,Austria,AUT,Luxembourg,LUX,Europe,Europe
2021,40,442,220421,392.982,       91.708,Austria,AUT,Luxembourg,LUX,Europe,Europe
2021,40,442,220422,0.576,        0.017,Austria,AUT,Luxembourg,LUX,Europe,Europe
2021,40,458,220410,0.938,        0.040,Austria,AUT,Malaysia,MYS,Europe,Asia
2021,40,458,220421,4.808,        0.209,Austria,AUT,Malaysia,MYS,Europe,Asia
2021,40,458,220422,1.233,        0.108,Austria,AUT,Malaysia,MYS,Europe,Asia
2021,40,484,220410,0.297,        0.022,Austria,AUT,Mexico,MEX,Europe,North America
2021,40,484,220421,73.089,        5.927,Austria,AUT,Mexico,MEX,Europe,North America
2021,40,484,220422,0.725,        0.009,Austria,AUT,Mexico,MEX,Europe,North America
2021,40,496,220421,10.975,        5.460,Austria,AUT,Mongolia,MNG,Europe,Asia
2021,40,498,220410,0.767,        0.055,Austria,AUT,Rep. of Moldova,MDA,Europe,Europe
2021,40,498,220421,0.49,        0.027,Austria,AUT,Rep. of Moldova,MDA,Europe,Europe
2021,40,499,220421,0.038,        0.004,Austria,AUT,Montenegro,MNE,Europe,Europe
2021,40,504,220421,0.004,        0.001,Austria,AUT,Morocco,MAR,Europe,Africa
2021,40,512,220421,0.239,        0.023,Austria,AUT,Oman,OMN,Europe,Asia
2021,40,516,220421,0.006,        0.027,Austria,AUT,Namibia,NAM,Europe,Africa
2021,40,524,220429,0.076,        0.006,Austria,AUT,Nepal,NPL,Europe,Asia
2021,40,528,220410,2584.14,      171.444,Austria,AUT,Netherlands,NLD,Europe,Europe
2021,40,528,220421,20879.341,     5827.245,Austria,AUT,Netherlands,NLD,Europe,Europe
2021,40,528,220422,149.533,       39.686,Austria,AUT,Netherlands,NLD,Europe,Europe
2021,40,528,220429,68.764,       39.267,Austria,AUT,Netherlands,NLD,Europe,Europe
2021,40,554,220410,1.082,        0.059,Austria,AUT,New Zealand,NZL,Europe,Oceania
2021,40,554,220421,24.561,        1.768,Austria,AUT,New Zealand,NZL,Europe,Oceania
2021,40,566,220410,0.636,        0.236,Austria,AUT,Nigeria,NGA,Europe,Africa
2021,40,566,220421,0.554,        0.068,Austria,AUT,Nigeria,NGA,Europe,Africa
2021,40,579,220410,457.303,       80.898,Austria,AUT,Norway,NOR,Europe,Europe
2021,40,579,220421,6914.329,      992.581,Austria,AUT,Norway,NOR,Europe,Europe
2021,40,579,220422,1645.331,      451.871,Austria,AUT,Norway,NOR,Europe,Europe
2021,40,579,220429,7.348,        0.908,Austria,AUT,Norway,NOR,Europe,Europe
2021,40,586,220421,2.389,        0.152,Austria,AUT,Pakistan,PAK,Europe,Asia
2021,40,604,220421,2.843,        0.841,Austria,AUT,Peru,PER,Europe,South America
2021,40,608,220421,60.24,        2.730,Austria,AUT,Philippines,PHL,Europe,Asia
2021,40,616,220410,18.328,        3.173,Austria,AUT,Poland,POL,Europe,Europe
2021,40,616,220421,1132.93,      200.267,Austria,AUT,Poland,POL,Europe,Europe
2021,40,616,220422,8.647,        1.872,Austria,AUT,Poland,POL,Europe,Europe
2021,40,616,220429,63.693,       73.865,Austria,AUT,Poland,POL,Europe,Europe
2021,40,620,220410,6.945,        0.429,Austria,AUT,Portugal,PRT,Europe,Europe
2021,40,620,220421,110.915,        3.933,Austria,AUT,Portugal,PRT,Europe,Europe
2021,40,620,220422,0.027,        0.001,Austria,AUT,Portugal,PRT,Europe,Europe
2021,40,634,220421,0.284,        0.045,Austria,AUT,Qatar,QAT,Europe,Asia
2021,40,642,220410,140.472,       23.908,Austria,AUT,Romania,ROU,Europe,Europe
2021,40,642,220421,219.693,       43.723,Austria,AUT,Romania,ROU,Europe,Europe
2021,40,642,220422,0.423,        0.006,Austria,AUT,Romania,ROU,Europe,Europe
2021,40,642,220429,11.044,        3.716,Austria,AUT,Romania,ROU,Europe,Europe
2021,40,643,220410,424.728,       77.373,Austria,AUT,Russian Federation,RUS,Europe,Europe
2021,40,643,220421,11344.676,     2716.106,Austria,AUT,Russian Federation,RUS,Europe,Europe
2021,40,682,220410,2.628,        0.044,Austria,AUT,Saudi Arabia,SAU,Europe,Asia
2021,40,682,220421,283.769,        0.725,Austria,AUT,Saudi Arabia,SAU,Europe,Asia
2021,40,686,220410,0.533,        0.089,Austria,AUT,Senegal,SEN,Europe,Africa
2021,40,686,220421,0.788,        0.112,Austria,AUT,Senegal,SEN,Europe,Africa
2021,40,688,220410,1.092,        0.789,Austria,AUT,Serbia,SRB,Europe,Europe
2021,40,688,220421,59.339,       14.773,Austria,AUT,Serbia,SRB,Europe,Europe
2021,40,699,220421,10.71,        1.526,Austria,AUT,India,IND,Europe,Asia
2021,40,703,220410,128.741,       16.477,Austria,AUT,Slovakia,SVK,Europe,Europe
2021,40,703,220421,1619.889,      697.398,Austria,AUT,Slovakia,SVK,Europe,Europe
2021,40,703,220422,0.645,        0.679,Austria,AUT,Slovakia,SVK,Europe,Europe
2021,40,703,220429,702.702,      584.978,Austria,AUT,Slovakia,SVK,Europe,Europe
2021,40,704,220410,37.125,        3.810,Austria,AUT,Viet Nam,VNM,Europe,Asia
2021,40,704,220421,88.108,       21.651,Austria,AUT,Viet Nam,VNM,Europe,Asia
2021,40,704,220429,7.875,        7.605,Austria,AUT,Viet Nam,VNM,Europe,Asia
2021,40,705,220410,23.943,        4.057,Austria,AUT,Slovenia,SVN,Europe,Europe
2021,40,705,220421,118.342,       31.241,Austria,AUT,Slovenia,SVN,Europe,Europe
2021,40,705,220422,0.091,        0.009,Austria,AUT,Slovenia,SVN,Europe,Europe
2021,40,710,220410,0.232,        0.014,Austria,AUT,South Africa,ZAF,Europe,Africa
2021,40,710,220421,1.25,        0.052,Austria,AUT,South Africa,ZAF,Europe,Africa
2021,40,710,220429,0.011,        0.001,Austria,AUT,South Africa,ZAF,Europe,Africa
2021,40,724,220410,435.668,       30.296,Austria,AUT,Spain,ESP,Europe,Europe
2021,40,724,220421,417.445,       71.880,Austria,AUT,Spain,ESP,Europe,Europe
2021,40,724,220422,0.07,        0.030,Austria,AUT,Spain,ESP,Europe,Europe
2021,40,748,220421,5.42,        0.261,Austria,AUT,Swaziland,SWZ,Europe,Africa
2021,40,752,220410,178.305,       12.515,Austria,AUT,Sweden,SWE,Europe,Europe
2021,40,752,220421,9062.339,     1429.551,Austria,AUT,Sweden,SWE,Europe,Europe
2021,40,752,220422,11.419,        1.617,Austria,AUT,Sweden,SWE,Europe,Europe
2021,40,752,220429,5.563,        0.260,Austria,AUT,Sweden,SWE,Europe,Europe
2021,40,757,220410,1227.924,      327.791,Austria,AUT,Switzerland,CHE,Europe,Europe
2021,40,757,220421,25541.118,     2877.931,Austria,AUT,Switzerland,CHE,Europe,Europe
2021,40,757,220422,103.427,        5.072,Austria,AUT,Switzerland,CHE,Europe,Europe
2021,40,757,220429,285.442,      260.699,Austria,AUT,Switzerland,CHE,Europe,Europe
2021,40,764,220410,8.552,        0.808,Austria,AUT,Thailand,THA,Europe,Asia
2021,40,764,220421,98.825,        9.694,Austria,AUT,Thailand,THA,Europe,Asia
2021,40,764,220429,0.11,        0.001,Austria,AUT,Thailand,THA,Europe,Asia
2021,40,784,220410,1.145,        0.162,Austria,AUT,United Arab Emirates,ARE,Europe,Asia
2021,40,784,220421,152.274,       38.733,Austria,AUT,United Arab Emirates,ARE,Europe,Asia
2021,40,788,220410,0.486,        0.085,Austria,AUT,Tunisia,TUN,Europe,Africa
2021,40,788,220421,3.132,        0.224,Austria,AUT,Tunisia,TUN,Europe,Africa
2021,40,792,220410,2.701,        0.392,Austria,AUT,Turkey,TUR,Europe,Asia
2021,40,792,220421,18.719,        0.784,Austria,AUT,Turkey,TUR,Europe,Asia
2021,40,804,220410,154.663,       31.038,Austria,AUT,Ukraine,UKR,Europe,Europe
2021,40,804,220421,478.875,       78.104,Austria,AUT,Ukraine,UKR,Europe,Europe
2021,40,807,220421,0.096,        0.006,Austria,AUT,TFYR of Macedonia,MKD,Europe,Europe
2021,40,818,220410,0.37,        0.028,Austria,AUT,Egypt,EGY,Europe,Africa
2021,40,818,220421,3.58,        0.419,Austria,AUT,Egypt,EGY,Europe,Africa
2021,40,826,220410,388.278,        6.141,Austria,AUT,United Kingdom,GBR,Europe,Europe
2021,40,826,220421,9369.293,     1365.510,Austria,AUT,United Kingdom,GBR,Europe,Europe
2021,40,826,220422,20.032,        0.996,Austria,AUT,United Kingdom,GBR,Europe,Europe
2021,40,826,220429,110.89,       34.560,Austria,AUT,United Kingdom,GBR,Europe,Europe
2021,40,834,220421,7.8,        0.761,Austria,AUT,United Rep. of Tanzania,TZA,Europe,Africa
2021,40,834,220429,0.02,        0.017,Austria,AUT,United Rep. of Tanzania,TZA,Europe,Africa
2021,40,842,220410,875.338,      214.174,Austria,AUT,USA,USA,Europe,North America
2021,40,842,220421,23475.794,     3620.603,Austria,AUT,USA,USA,Europe,North America
2021,40,842,220422,40.082,       18.097,Austria,AUT,USA,USA,Europe,North America
2021,40,842,220429,612.586,      309.526,Austria,AUT,USA,USA,Europe,North America
2021,44,251,220421,15.829,        3.888,Bahamas,BHS,France,FRA,North America,Europe
2021,44,826,220421,2.37,        0.309,Bahamas,BHS,United Kingdom,GBR,North America,Europe
2021,50,579,220421,0.183,        0.006,Bangladesh,BGD,Norway,NOR,Asia,Europe
2021,51,36,220421,19.105,        3.833,Armenia,ARM,Australia,AUS,Asia,Oceania
2021,51,56,220410,1.062,        0.383,Armenia,ARM,Belgium,BEL,Asia,Europe
2021,51,56,220421,317.423,       69.384,Armenia,ARM,Belgium,BEL,Asia,Europe
2021,51,76,220421,34.908,        9.019,Armenia,ARM,Brazil,BRA,Asia,South America
2021,51,100,220410,0.316,        0.153,Armenia,ARM,Bulgaria,BGR,Asia,Europe
2021,51,100,220421,59.221,       14.167,Armenia,ARM,Bulgaria,BGR,Asia,Europe
2021,51,112,220410,7.088,        1.075,Armenia,ARM,Belarus,BLR,Asia,Europe
2021,51,112,220421,62.042,       26.908,Armenia,ARM,Belarus,BLR,Asia,Europe
2021,51,116,220410,0.006,        0.009,Armenia,ARM,Cambodia,KHM,Asia,Asia
2021,51,116,220421,0.018,        0.027,Armenia,ARM,Cambodia,KHM,Asia,Asia
2021,51,124,220410,5.699,        1.116,Armenia,ARM,Canada,CAN,Asia,North America
2021,51,124,220421,132.37,       26.617,Armenia,ARM,Canada,CAN,Asia,North America
2021,51,124,220429,0.006,        0.003,Armenia,ARM,Canada,CAN,Asia,North America
2021,51,156,220410,5.404,        5.180,Armenia,ARM,China,CHN,Asia,Asia
2021,51,156,220421,59.59,       23.160,Armenia,ARM,China,CHN,Asia,Asia
2021,51,156,220422,3.15,        0.678,Armenia,ARM,China,CHN,Asia,Asia
2021,51,196,220421,0.011,        0.005,Armenia,ARM,Cyprus,CYP,Asia,Asia
2021,51,203,220421,20.437,        3.970,Armenia,ARM,Czechia,CZE,Asia,Europe
2021,51,208,220421,0.003,        0.006,Armenia,ARM,Denmark,DNK,Asia,Europe
2021,51,251,220410,17.59,        7.883,Armenia,ARM,France,FRA,Asia,Europe
2021,51,251,220421,347.794,       86.447,Armenia,ARM,France,FRA,Asia,Europe
2021,51,268,220410,22.29,       14.476,Armenia,ARM,Georgia,GEO,Asia,Asia
2021,51,268,220421,14.453,       11.973,Armenia,ARM,Georgia,GEO,Asia,Asia
2021,51,276,220410,9.223,        2.203,Armenia,ARM,Germany,DEU,Asia,Europe
2021,51,276,220421,243.869,       53.401,Armenia,ARM,Germany,DEU,Asia,Europe
2021,51,300,220410,0.315,        0.096,Armenia,ARM,Greece,GRC,Asia,Europe
2021,51,300,220421,13.639,        3.187,Armenia,ARM,Greece,GRC,Asia,Europe
2021,51,352,220421,3.14,        0.857,Armenia,ARM,Iceland,ISL,Asia,Europe
2021,51,368,220421,7.515,        3.908,Armenia,ARM,Iraq,IRQ,Asia,Asia
2021,51,376,220421,18.218,        4.822,Armenia,ARM,Israel,ISR,Asia,Asia
2021,51,380,220421,197.128,       44.362,Armenia,ARM,Italy,ITA,Asia,Europe
2021,51,392,220421,14.357,        2.946,Armenia,ARM,Japan,JPN,Asia,Asia
2021,51,398,220410,5.338,        3.512,Armenia,ARM,Kazakhstan,KAZ,Asia,Asia
2021,51,398,220421,80.73,       53.949,Armenia,ARM,Kazakhstan,KAZ,Asia,Asia
2021,51,410,220421,28.904,       15.148,Armenia,ARM,Rep. of Korea,KOR,Asia,Asia
2021,51,417,220421,28.165,       11.637,Armenia,ARM,Kyrgyzstan,KGZ,Asia,Asia
2021,51,422,220421,0.516,        0.590,Armenia,ARM,Lebanon,LBN,Asia,Asia
2021,51,428,220421,3.753,        0.867,Armenia,ARM,Latvia,LVA,Asia,Europe
2021,51,440,220410,7.691,        4.319,Armenia,ARM,Lithuania,LTU,Asia,Europe
2021,51,440,220421,104.726,       30.508,Armenia,ARM,Lithuania,LTU,Asia,Europe
2021,51,498,220421,0.027,        0.061,Armenia,ARM,Rep. of Moldova,MDA,Asia,Europe
2021,51,528,220410,2.34,        0.450,Armenia,ARM,Netherlands,NLD,Asia,Europe
2021,51,528,220421,115.937,       35.460,Armenia,ARM,Netherlands,NLD,Asia,Europe
2021,51,579,220421,2.153,        0.563,Armenia,ARM,Norway,NOR,Asia,Europe
2021,51,608,220421,0.001,        0.004,Armenia,ARM,Philippines,PHL,Asia,Asia
2021,51,616,220421,114.623,       60.690,Armenia,ARM,Poland,POL,Asia,Europe
2021,51,642,220421,0.018,        0.004,Armenia,ARM,Romania,ROU,Asia,Europe
2021,51,643,220410,331.794,      192.733,Armenia,ARM,Russian Federation,RUS,Asia,Europe
2021,51,643,220421,4896.467,     2809.886,Armenia,ARM,Russian Federation,RUS,Asia,Europe
2021,51,643,220422,198.079,      127.787,Armenia,ARM,Russian Federation,RUS,Asia,Europe
